symbol,time,close,high,low,open,volume
NVDA RHM8UTD8DT2D,2006-01-03 10:00:00,11.43703553628819,11.498310840527614,11.228699501874155,11.26546468441781,441021.0
NVDA RHM8UTD8DT2D,2006-01-03 11:00:00,11.366568936412854,11.452354362348046,11.24708209314598,11.43703553628819,608134.0
NVDA RHM8UTD8DT2D,2006-01-03 12:00:00,11.458481892771989,11.464609423195931,11.332867519081173,11.366568936412854,380103.0
NVDA RHM8UTD8DT2D,2006-01-03 13:00:00,11.397206588532566,11.470736953619873,11.381887762472712,11.458481892771989,226101.0
NVDA RHM8UTD8DT2D,2006-01-03 14:00:00,11.363505171200885,11.397206588532566,11.360441405988913,11.397206588532566,253030.0
NVDA RHM8UTD8DT2D,2006-01-03 15:00:00,11.596351327310689,11.602478857734631,11.357377640776942,11.366568936412854,585804.0
NVDA RHM8UTD8DT2D,2006-01-03 16:00:00,11.721965701001505,11.795496066088813,11.593287562098718,11.596351327310689,1078999.0
NVDA RHM8UTD8DT2D,2006-01-04 10:00:00,11.81694242257261,11.850643839904293,11.67600922282194,11.804687361724726,535978.0
NVDA RHM8UTD8DT2D,2006-01-04 11:00:00,11.994640804866934,12.031405987410588,11.807751126936697,11.82000618778458,1008631.0
NVDA RHM8UTD8DT2D,2006-01-04 12:00:00,11.98238574401905,12.00995963092679,11.911919144143715,11.994640804866934,310527.0
NVDA RHM8UTD8DT2D,2006-01-04 13:00:00,11.964003152747223,12.022214691774675,11.957875622323282,11.98238574401905,237799.0
NVDA RHM8UTD8DT2D,2006-01-04 14:00:00,11.890472787659917,11.957875622323282,11.878217726812032,11.957875622323282,279542.0
NVDA RHM8UTD8DT2D,2006-01-04 15:00:00,12.025278456986646,12.028342222198617,11.835325013844436,11.893536552871888,469659.0
NVDA RHM8UTD8DT2D,2006-01-04 16:00:00,12.03446975262256,12.052852343894386,11.939493031051454,12.025278456986646,716161.0
NVDA RHM8UTD8DT2D,2006-01-05 10:00:00,12.184594248009144,12.301017326064047,12.019150926562704,12.040597283046502,925282.0
NVDA RHM8UTD8DT2D,2006-01-05 11:00:00,12.221359430552797,12.288762265216162,12.019150926562704,12.190721778433087,1198167.0
NVDA RHM8UTD8DT2D,2006-01-05 12:00:00,12.276507204368277,12.285698500004191,12.218295665340825,12.221359430552797,587885.0
NVDA RHM8UTD8DT2D,2006-01-05 13:00:00,12.215231900128856,12.285698500004191,12.206040604492943,12.273443439156308,547380.0
NVDA RHM8UTD8DT2D,2006-01-05 14:00:00,12.264252143520393,12.273443439156308,12.215231900128856,12.218295665340825,415351.0
NVDA RHM8UTD8DT2D,2006-01-05 15:00:00,12.218295665340825,12.285698500004191,12.199913074068998,12.261188378308423,643068.0
NVDA RHM8UTD8DT2D,2006-01-05 16:00:00,12.301017326064047,12.331654978183758,12.215231900128856,12.218295665340825,800066.0
NVDA RHM8UTD8DT2D,2006-01-06 10:00:00,12.193785543645058,12.454205586662603,11.964003152747223,12.451141821450632,1181547.0
NVDA RHM8UTD8DT2D,2006-01-06 11:00:00,12.17233918716126,12.279570969580249,12.101872587285923,12.184594248009144,724518.0
NVDA RHM8UTD8DT2D,2006-01-06 12:00:00,12.114127648133808,12.187658013221116,12.083489996014098,12.17540295237323,398208.0
NVDA RHM8UTD8DT2D,2006-01-06 13:00:00,12.17540295237323,12.196849308857027,12.111063882921837,12.114127648133808,292966.0
NVDA RHM8UTD8DT2D,2006-01-06 14:00:00,12.457269351874572,12.466460647510488,12.17233918716126,12.17233918716126,716663.0
NVDA RHM8UTD8DT2D,2006-01-06 15:00:00,12.4970982996302,12.552246073445678,12.451141821450632,12.457269351874572,898140.0
NVDA RHM8UTD8DT2D,2006-01-06 16:00:00,12.512417125690053,12.55837360386962,12.484843238782315,12.494034534418228,668610.0
NVDA RHM8UTD8DT2D,2006-01-09 10:00:00,12.66254162107664,12.711561864468177,12.47871570835837,12.506289595266113,557904.0
NVDA RHM8UTD8DT2D,2006-01-09 11:00:00,12.775900933919571,12.797347290403367,12.601266316837217,12.650286560228755,674635.0
NVDA RHM8UTD8DT2D,2006-01-09 12:00:00,12.83104870773505,12.83104870773505,12.742199516587888,12.775900933919571,447942.0
NVDA RHM8UTD8DT2D,2006-01-09 13:00:00,12.837176238158992,12.840240003370964,12.775900933919571,12.83104870773505,511246.0
NVDA RHM8UTD8DT2D,2006-01-09 14:00:00,12.898451542398416,12.916834133670243,12.80653858603928,12.837176238158992,438694.0
NVDA RHM8UTD8DT2D,2006-01-09 15:00:00,12.766709638283658,12.929089194518127,12.751390812223802,12.898451542398416,733751.0
NVDA RHM8UTD8DT2D,2006-01-09 16:00:00,12.852495064218848,12.870877655490675,12.729944455740004,12.766709638283658,949934.0
NVDA RHM8UTD8DT2D,2006-01-10 10:00:00,12.711561864468177,12.80041105561534,12.63803149938087,12.80041105561534,414841.0
NVDA RHM8UTD8DT2D,2006-01-10 11:00:00,12.711561864468177,12.766709638283658,12.702370568832263,12.705434334044236,384418.0
NVDA RHM8UTD8DT2D,2006-01-10 12:00:00,12.659477855864669,12.711561864468177,12.647222795016784,12.711561864468177,330406.0
NVDA RHM8UTD8DT2D,2006-01-10 13:00:00,12.66866915150058,12.736071986163946,12.659477855864669,12.66254162107664,218937.0
NVDA RHM8UTD8DT2D,2006-01-10 14:00:00,12.733008220951975,12.788155994767456,12.656414090652696,12.66866915150058,301997.0
NVDA RHM8UTD8DT2D,2006-01-10 15:00:00,12.754454577435773,12.791219759979427,12.714625629680148,12.733008220951975,355602.0
NVDA RHM8UTD8DT2D,2006-01-10 16:00:00,12.861686359854762,12.864750125066733,12.754454577435773,12.754454577435773,641962.0
NVDA RHM8UTD8DT2D,2006-01-11 10:00:00,12.922961664094183,13.011810855241347,12.85555882943082,12.877005185914618,360247.0
NVDA RHM8UTD8DT2D,2006-01-11 11:00:00,13.122106402872307,13.223210654867355,12.867813890278702,12.926025429306154,873410.0
NVDA RHM8UTD8DT2D,2006-01-11 12:00:00,13.143552759356105,13.204828063595526,13.07614992469274,13.128233933296249,527797.0
NVDA RHM8UTD8DT2D,2006-01-11 13:00:00,13.256912072199038,13.284485959106776,13.143552759356105,13.143552759356105,542722.0
NVDA RHM8UTD8DT2D,2006-01-11 14:00:00,13.284485959106776,13.296741019954661,13.201764298383557,13.256912072199038,719808.0
NVDA RHM8UTD8DT2D,2006-01-11 15:00:00,13.37946268067788,13.388653976313794,13.24159324613918,13.290613489530719,854359.0
NVDA RHM8UTD8DT2D,2006-01-11 16:00:00,13.327378672074373,13.40397280237365,13.284485959106776,13.37946268067788,835261.0
NVDA RHM8UTD8DT2D,2006-01-12 10:00:00,13.495885758732783,13.51733211521658,13.195636767959613,13.327378672074373,470740.0
NVDA RHM8UTD8DT2D,2006-01-12 11:00:00,13.428482924069419,13.532650941276437,13.296741019954661,13.502013289156727,782220.0
NVDA RHM8UTD8DT2D,2006-01-12 12:00:00,13.413164098009563,13.465248106613071,13.361080089406054,13.422355393645477,508374.0
NVDA RHM8UTD8DT2D,2006-01-12 13:00:00,13.425419158857448,13.452993045765187,13.388653976313794,13.413164098009563,220873.0
NVDA RHM8UTD8DT2D,2006-01-12 14:00:00,13.272230898258892,13.434610454493361,13.238529480927209,13.425419158857448,470563.0
NVDA RHM8UTD8DT2D,2006-01-12 15:00:00,13.174190411475816,13.29367725474269,13.094532515964568,13.272230898258892,637193.0
NVDA RHM8UTD8DT2D,2006-01-12 16:00:00,13.137425228932162,13.189509237535672,13.04551227257303,13.180317941899759,748448.0
NVDA RHM8UTD8DT2D,2006-01-13 10:00:00,13.134361463720191,13.21708312444341,12.959726846637837,13.10678757681245,449743.0
NVDA RHM8UTD8DT2D,2006-01-13 11:00:00,12.919897898882214,13.149680289780047,12.840240003370964,13.149680289780047,638504.0
NVDA RHM8UTD8DT2D,2006-01-13 12:00:00,13.07921368990471,13.13129769850822,12.880068951126589,12.91377036845827,654427.0
NVDA RHM8UTD8DT2D,2006-01-13 13:00:00,13.10678757681245,13.134361463720191,13.042448507361057,13.07921368990471,257896.0
NVDA RHM8UTD8DT2D,2006-01-13 14:00:00,13.04551227257303,13.109851342024422,13.014874620453318,13.10678757681245,251763.0
NVDA RHM8UTD8DT2D,2006-01-13 15:00:00,12.996492029181491,13.070022394268799,12.975045672697695,13.042448507361057,408168.0
NVDA RHM8UTD8DT2D,2006-01-13 16:00:00,13.024065916089231,13.063894863844855,12.941344255366012,12.996492029181491,716402.0
NVDA RHM8UTD8DT2D,2006-01-17 10:00:00,12.929089194518127,13.002619559605433,12.674796681924523,12.80347482082731,588462.0
NVDA RHM8UTD8DT2D,2006-01-17 11:00:00,12.88313271633856,12.944408020577981,12.827984942523079,12.922961664094183,474694.0
NVDA RHM8UTD8DT2D,2006-01-17 12:00:00,12.88313271633856,12.959726846637837,12.870877655490675,12.88313271633856,254154.0
NVDA RHM8UTD8DT2D,2006-01-17 13:00:00,12.886196481550531,12.916834133670243,12.837176238158992,12.88313271633856,211456.0
NVDA RHM8UTD8DT2D,2006-01-17 14:00:00,12.864750125066733,12.895387777186444,12.812666116463225,12.889260246762502,253256.0
NVDA RHM8UTD8DT2D,2006-01-17 15:00:00,12.956663081425866,12.959726846637837,12.88313271633856,12.88313271633856,223991.0
NVDA RHM8UTD8DT2D,2006-01-17 16:00:00,13.017938385665289,13.02100215087726,12.950535551001924,12.956663081425866,371252.0
NVDA RHM8UTD8DT2D,2006-01-18 10:00:00,12.788155994767456,12.834112472947023,12.500162064842169,12.625776438532986,999616.0
NVDA RHM8UTD8DT2D,2006-01-18 11:00:00,12.895387777186444,12.947471785789952,12.785092229555483,12.791219759979427,890067.0
NVDA RHM8UTD8DT2D,2006-01-18 12:00:00,12.9107066032463,12.932152959730098,12.824921177311108,12.898451542398416,375173.0
NVDA RHM8UTD8DT2D,2006-01-18 13:00:00,12.895387777186444,12.919897898882214,12.834112472947023,12.904579072822358,180145.0
NVDA RHM8UTD8DT2D,2006-01-18 14:00:00,12.926025429306154,12.944408020577981,12.880068951126589,12.895387777186444,206097.0
NVDA RHM8UTD8DT2D,2006-01-18 15:00:00,12.990364498757549,13.07614992469274,12.919897898882214,12.926025429306154,447237.0
NVDA RHM8UTD8DT2D,2006-01-18 16:00:00,13.091468750752595,13.125170168084278,12.981173203121635,12.99342826396952,577805.0
NVDA RHM8UTD8DT2D,2006-01-19 10:00:00,13.498949523944754,13.600053775939802,13.232401950503268,13.256912072199038,937304.0
NVDA RHM8UTD8DT2D,2006-01-19 11:00:00,13.670520375815137,13.768560862598212,13.502013289156727,13.511204584792639,2152211.0
NVDA RHM8UTD8DT2D,2006-01-19 12:00:00,13.805326045141866,13.81758110598975,13.658265314967254,13.67664790623908,1016597.0
NVDA RHM8UTD8DT2D,2006-01-19 13:00:00,13.915621592772828,13.955450540528451,13.744050740902445,13.805326045141866,1077127.0
NVDA RHM8UTD8DT2D,2006-01-19 14:00:00,13.943195479680567,13.989151957860134,13.891111471077059,13.915621592772828,628541.0
NVDA RHM8UTD8DT2D,2006-01-19 15:00:00,13.915621592772828,13.95238677531648,13.832899932049607,13.943195479680567,648737.0
NVDA RHM8UTD8DT2D,2006-01-19 16:00:00,13.823708636413693,13.912557827560857,13.756305801750328,13.912557827560857,876038.0
NVDA RHM8UTD8DT2D,2006-01-20 10:00:00,13.695030497510906,13.989151957860134,13.664392845391195,13.829836166837636,597833.0
NVDA RHM8UTD8DT2D,2006-01-20 11:00:00,13.630691428059512,13.698094262722877,13.526523410852496,13.698094262722877,748080.0
NVDA RHM8UTD8DT2D,2006-01-20 12:00:00,13.547969767336292,13.642946488907398,13.54184223691235,13.630691428059512,464443.0
NVDA RHM8UTD8DT2D,2006-01-20 13:00:00,13.54184223691235,13.615372601999656,13.508140819580667,13.557161062972206,418697.0
NVDA RHM8UTD8DT2D,2006-01-20 14:00:00,13.502013289156727,13.609245071575716,13.495885758732783,13.535714706488408,342594.0
NVDA RHM8UTD8DT2D,2006-01-20 15:00:00,13.45912057618913,13.551033532548264,13.452993045765187,13.511204584792639,420909.0
NVDA RHM8UTD8DT2D,2006-01-20 16:00:00,13.419291628433506,13.544906002124321,13.419291628433506,13.462184341401102,742282.0
NVDA RHM8UTD8DT2D,2006-01-23 10:00:00,13.43154668928139,13.612308836787687,13.43154668928139,13.529587176064465,442281.0
NVDA RHM8UTD8DT2D,2006-01-23 11:00:00,13.492821993520813,13.492821993520813,13.342697498134228,13.425419158857448,408932.0
NVDA RHM8UTD8DT2D,2006-01-23 12:00:00,13.551033532548264,13.572479889032062,13.425419158857448,13.495885758732783,352547.0
NVDA RHM8UTD8DT2D,2006-01-23 13:00:00,13.471375637037015,13.56635235860812,13.425419158857448,13.551033532548264,235975.0
NVDA RHM8UTD8DT2D,2006-01-23 14:00:00,13.502013289156727,13.572479889032062,13.474439402248985,13.477503167460956,333136.0
NVDA RHM8UTD8DT2D,2006-01-23 15:00:00,13.538778471700379,13.56635235860812,13.410100332797592,13.502013289156727,275043.0
NVDA RHM8UTD8DT2D,2006-01-23 16:00:00,13.508140819580667,13.54184223691235,13.446865515341246,13.538778471700379,520791.0
NVDA RHM8UTD8DT2D,2006-01-24 10:00:00,13.771624627810185,13.848218758109462,13.492821993520813,13.529587176064465,541311.0
NVDA RHM8UTD8DT2D,2006-01-24 11:00:00,13.670520375815137,13.820644871201722,13.664392845391195,13.774688393022156,572381.0
NVDA RHM8UTD8DT2D,2006-01-24 12:00:00,13.606181306363743,13.682775436663022,13.56941612382009,13.670520375815137,316270.0
NVDA RHM8UTD8DT2D,2006-01-24 13:00:00,13.612308836787687,13.64601025411937,13.584734949879946,13.609245071575716,201051.0
NVDA RHM8UTD8DT2D,2006-01-24 14:00:00,13.624563897635571,13.633755193271485,13.575543654244033,13.612308836787687,229826.0
NVDA RHM8UTD8DT2D,2006-01-24 15:00:00,13.581671184667975,13.633755193271485,13.56941612382009,13.624563897635571,349339.0
NVDA RHM8UTD8DT2D,2006-01-24 16:00:00,13.563288593396148,13.590862480303889,13.51733211521658,13.584734949879946,838261.0
