symbol,time,close,high,low,open,volume
TLT SGNKIKYGE9NP,2003-01-02 10:00:00,46.44263304,46.44263304,45.317231352,46.33696152,34400.0
TLT SGNKIKYGE9NP,2003-01-02 11:00:00,45.665947368,46.33696152,45.634245912,46.33696152,102300.0
TLT SGNKIKYGE9NP,2003-01-02 12:00:00,45.7029324,45.75576816,45.660663792,45.7029324,4500.0
TLT SGNKIKYGE9NP,2003-01-02 13:00:00,45.639529488,45.713499552,45.639529488,45.67651452,3800.0
TLT SGNKIKYGE9NP,2003-01-02 14:00:00,45.65009664,45.7029324,45.613111608,45.62367876,12000.0
TLT SGNKIKYGE9NP,2003-01-02 15:00:00,45.59726088,45.65009664,45.59726088,45.65009664,24900.0
TLT SGNKIKYGE9NP,2003-01-02 16:00:00,45.581410152,45.65009664,45.549708696,45.65009664,8200.0
TLT SGNKIKYGE9NP,2003-01-03 10:00:00,45.4387536,45.51800724,45.4387536,45.51800724,10800.0
TLT SGNKIKYGE9NP,2003-01-03 11:00:00,45.570843,45.581410152,45.348932808,45.348932808,253800.0
TLT SGNKIKYGE9NP,2003-01-03 12:00:00,45.549708696,45.607828032,45.51800724,45.586693728,13300.0
TLT SGNKIKYGE9NP,2003-01-03 13:00:00,45.634245912,45.67651452,45.533857968,45.533857968,5600.0
TLT SGNKIKYGE9NP,2003-01-03 14:00:00,45.581410152,45.655380216,45.581410152,45.62367876,900.0
TLT SGNKIKYGE9NP,2003-01-03 15:00:00,45.671230944,45.67651452,45.655380216,45.655380216,900.0
TLT SGNKIKYGE9NP,2003-01-03 16:00:00,45.692365248,45.724066704,45.67651452,45.67651452,25900.0
TLT SGNKIKYGE9NP,2003-01-06 10:00:00,45.486305784,45.528574392,45.46517148,45.528574392,5600.0
TLT SGNKIKYGE9NP,2003-01-06 11:00:00,45.507440088,45.507440088,45.4387536,45.486305784,4100.0
TLT SGNKIKYGE9NP,2003-01-06 12:00:00,45.391201416,45.502156512,45.391201416,45.502156512,3100.0
TLT SGNKIKYGE9NP,2003-01-06 13:00:00,45.401768568,45.417619296,45.338365656,45.364783536,13700.0
TLT SGNKIKYGE9NP,2003-01-06 14:00:00,45.46517148,45.475738632,45.417619296,45.4387536,3300.0
TLT SGNKIKYGE9NP,2003-01-06 15:00:00,45.554992272,45.570843,45.46517148,45.560275848,3300.0
TLT SGNKIKYGE9NP,2003-01-06 16:00:00,45.570843,45.591977304,45.533857968,45.533857968,2500.0
TLT SGNKIKYGE9NP,2003-01-07 10:00:00,45.560275848,45.560275848,45.528574392,45.539141544,1500.0
TLT SGNKIKYGE9NP,2003-01-07 11:00:00,45.766335312,45.798036768,45.586693728,45.613111608,9900.0
TLT SGNKIKYGE9NP,2003-01-07 12:00:00,45.72935028,45.8350218,45.724066704,45.8350218,3600.0
TLT SGNKIKYGE9NP,2003-01-07 13:00:00,45.787469616,45.829738224,45.734633856,45.734633856,5200.0
TLT SGNKIKYGE9NP,2003-01-07 14:00:00,45.718783128,45.776902464,45.7029324,45.776902464,6400.0
TLT SGNKIKYGE9NP,2003-01-07 15:00:00,45.713499552,45.72935028,45.62367876,45.713499552,21900.0
TLT SGNKIKYGE9NP,2003-01-07 16:00:00,45.734633856,45.766335312,45.687081672,45.7029324,21300.0
TLT SGNKIKYGE9NP,2003-01-08 10:00:00,45.924842592,45.924842592,45.850872528,45.903708288,5700.0
TLT SGNKIKYGE9NP,2003-01-08 11:00:00,45.893141136,45.9671112,45.893141136,45.956544048,3500.0
TLT SGNKIKYGE9NP,2003-01-08 12:00:00,45.88785756,45.935409744,45.88785756,45.908991864,26300.0
TLT SGNKIKYGE9NP,2003-01-08 13:00:00,45.99352908,45.99352908,45.956544048,45.9671112,63800.0
TLT SGNKIKYGE9NP,2003-01-08 14:00:00,45.998812656,46.041081264,45.945976896,45.9671112,33400.0
TLT SGNKIKYGE9NP,2003-01-08 15:00:00,45.9671112,46.041081264,45.924842592,45.998812656,17500.0
TLT SGNKIKYGE9NP,2003-01-08 16:00:00,45.935409744,45.9671112,45.924842592,45.945976896,5400.0
TLT SGNKIKYGE9NP,2003-01-09 10:00:00,45.4387536,45.528574392,45.38591784,45.528574392,32800.0
TLT SGNKIKYGE9NP,2003-01-09 11:00:00,45.20099268,45.396484992,45.137589768,45.38591784,76000.0
TLT SGNKIKYGE9NP,2003-01-09 12:00:00,45.010783944,45.185141952,44.920963152,45.14815692,23300.0
TLT SGNKIKYGE9NP,2003-01-09 13:00:00,45.14815692,45.158724072,45.000216792,45.000216792,54200.0
TLT SGNKIKYGE9NP,2003-01-09 14:00:00,45.190425528,45.20099268,45.12173904,45.132306192,33700.0
TLT SGNKIKYGE9NP,2003-01-09 15:00:00,45.142873344,45.190425528,45.06890328,45.190425528,12700.0
TLT SGNKIKYGE9NP,2003-01-09 16:00:00,45.079470432,45.079470432,44.979082488,45.079470432,4700.0
TLT SGNKIKYGE9NP,2003-01-10 10:00:00,45.1745748,45.396484992,45.1745748,45.396484992,89200.0
TLT SGNKIKYGE9NP,2003-01-10 11:00:00,45.026634672,45.211559832,44.973798912,45.1745748,20000.0
TLT SGNKIKYGE9NP,2003-01-10 12:00:00,45.169291224,45.1745748,45.01606752,45.0424854,19800.0
TLT SGNKIKYGE9NP,2003-01-10 13:00:00,45.22741056,45.22741056,45.06890328,45.105888312,11800.0
TLT SGNKIKYGE9NP,2003-01-10 14:00:00,45.243261288,45.25382844,45.14815692,45.195709104,800.0
TLT SGNKIKYGE9NP,2003-01-10 15:00:00,45.127022616,45.216843408,45.127022616,45.216843408,1100.0
TLT SGNKIKYGE9NP,2003-01-10 16:00:00,45.1745748,45.190425528,45.137589768,45.164007648,500.0
TLT SGNKIKYGE9NP,2003-01-13 10:00:00,45.1745748,45.206276256,45.142873344,45.195709104,17000.0
TLT SGNKIKYGE9NP,2003-01-13 11:00:00,45.3066642,45.343649232,45.12173904,45.137589768,25800.0
TLT SGNKIKYGE9NP,2003-01-13 12:00:00,45.35949996,45.370067112,45.264395592,45.33308208,4600.0
TLT SGNKIKYGE9NP,2003-01-13 13:00:00,45.264395592,45.264395592,45.22741056,45.25382844,500.0
TLT SGNKIKYGE9NP,2003-01-13 14:00:00,45.317231352,45.33308208,45.311947776,45.311947776,1600.0
TLT SGNKIKYGE9NP,2003-01-13 15:00:00,45.322514928,45.322514928,45.216843408,45.296097048,800.0
TLT SGNKIKYGE9NP,2003-01-13 16:00:00,45.269679168,45.3066642,45.22741056,45.232694136,3000.0
