time,open,high,low,close,volume
2021-02-22 16:08:00,196.3,196.3,196.0,196.0,613
2021-02-22 16:04:00,196.3,196.3,196.3,196.3,1026
2021-02-22 16:02:00,195.34,195.5,195.34,195.5,1934
2021-02-22 16:01:00,195.34,195.34,195.34,195.34,1705
2021-02-22 16:00:00,195.35,195.35,195.12,195.29,53233
2021-02-22 15:59:00,195.17,195.46,195.13,195.23,33865
2021-02-22 15:58:00,195.24,195.33,195.12,195.17,44985
2021-02-22 15:57:00,195.205,195.3122,195.08,195.22,35650
2021-02-22 15:56:00,195.23,195.47,195.0,195.08,45859
2021-02-22 15:55:00,194.9,195.2658,194.55,195.005,34349
2021-02-22 15:54:00,194.36,195.0,194.26,194.905,23922
2021-02-22 15:53:00,194.25,194.47,194.01,194.355,34687
2021-02-22 15:52:00,194.325,194.46,194.18,194.3,18984
2021-02-22 15:51:00,194.31,194.5499,194.22,194.45,10805
2021-02-22 15:50:00,194.3798,194.55,194.24,194.3,15173
2021-02-22 15:49:00,194.335,194.47,194.21,194.23,12135
2021-02-22 15:48:00,194.28,194.4099,194.21,194.34,10414
2021-02-22 15:47:00,194.27,194.52,194.0001,194.365,25785
2021-02-22 15:46:00,193.83,194.3599,193.83,194.26,19722
2021-02-22 15:45:00,193.96,194.0617,193.7,193.91,13426
2021-02-22 15:44:00,193.77,194.1,193.52,193.95,16476
2021-02-22 15:43:00,193.94,194.22,193.5,193.765,26441
2021-02-22 15:42:00,194.1319,194.3369,193.78,193.915,20152
2021-02-22 15:41:00,194.04,194.5,194.01,194.13,14932
2021-02-22 15:40:00,194.65,194.75,194.06,194.14,14699
2021-02-22 15:39:00,194.81,194.865,194.25,194.41,14686
2021-02-22 15:38:00,194.36,194.99,194.0,194.71,19633
2021-02-22 15:37:00,194.44,195.0861,194.25,194.45,20537
2021-02-22 15:36:00,196.07,196.31,194.34,194.34,76021
2021-02-22 15:35:00,196.24,196.48,196.04,196.08,11271
2021-02-22 15:34:00,196.575,196.59,196.2,196.36,9799
2021-02-22 15:33:00,196.65,196.75,196.34,196.44,24713
2021-02-22 15:32:00,196.76,196.86,196.59,196.62,12715
