symbol,time,close,high,low,open,volume
TRV R735QTJ8XC9X,2015-01-02 10:00:00,48.090609775,48.2760151,47.984663875,48.11709625,1737296.0
TRV R735QTJ8XC9X,2015-01-02 11:00:00,47.79925855,48.143582725,47.69331265,48.072952125,2059746.0
TRV R735QTJ8XC9X,2015-01-02 12:00:00,47.684483825,47.843402675,47.490249675,47.808087375,1612406.0
TRV R735QTJ8XC9X,2015-01-02 13:00:00,47.5697091,47.83457385,47.51673615,47.684483825,907035.0
TRV R735QTJ8XC9X,2015-01-02 14:00:00,47.58736675,47.675655,47.4990785,47.5697091,724680.0
TRV R735QTJ8XC9X,2015-01-02 15:00:00,47.772772075,47.86988915,47.560880275,47.578537925,1036538.0
TRV R735QTJ8XC9X,2015-01-02 16:00:00,47.90520445,48.055294475,47.649168525,47.772772075,2744751.0
TRV R735QTJ8XC9X,2015-01-05 10:00:00,46.81043015,47.631510875,46.7927725,47.543222625,2526259.0
TRV R735QTJ8XC9X,2015-01-05 11:00:00,46.7927725,47.0046643,46.660340125,46.819258975,3581987.0
TRV R735QTJ8XC9X,2015-01-05 12:00:00,46.642682475,46.801601325,46.52790775,46.801601325,2404136.0
TRV R735QTJ8XC9X,2015-01-05 13:00:00,46.501421275,46.66916895,46.42196185,46.642682475,1675897.0
TRV R735QTJ8XC9X,2015-01-05 14:00:00,46.4396195,46.554394225,46.3689889,46.5102501,1438488.0
TRV R735QTJ8XC9X,2015-01-05 15:00:00,46.24538535,46.4396195,46.2277277,46.430790675,1887729.0
TRV R735QTJ8XC9X,2015-01-05 16:00:00,46.395475375,46.56322305,46.201241225,46.236556525,5053459.0
TRV R735QTJ8XC9X,2015-01-06 10:00:00,45.7333135,46.5808807,45.71565585,46.536736575,2584329.0
TRV R735QTJ8XC9X,2015-01-06 11:00:00,45.583223475,46.10412415,45.556737,45.71565585,4544016.0
TRV R735QTJ8XC9X,2015-01-06 12:00:00,45.2388993,45.689169375,45.1682687,45.57439465,3606031.0
TRV R735QTJ8XC9X,2015-01-06 13:00:00,45.177097525,45.3095299,45.053493975,45.2388993,2600068.0
TRV R735QTJ8XC9X,2015-01-06 14:00:00,44.788629225,45.177097525,44.62088155,45.177097525,4125098.0
TRV R735QTJ8XC9X,2015-01-06 15:00:00,45.1329534,45.3801605,44.700340975,44.788629225,4736001.0
TRV R735QTJ8XC9X,2015-01-06 16:00:00,44.76214275,45.15061105,44.700340975,45.1329534,9290614.0
TRV R735QTJ8XC9X,2015-01-07 10:00:00,45.29187225,45.5214217,45.1682687,45.424304625,3091456.0
TRV R735QTJ8XC9X,2015-01-07 11:00:00,45.00934985,45.32718755,44.86808865,45.300701075,3964081.0
TRV R735QTJ8XC9X,2015-01-07 12:00:00,45.0623228,45.0623228,44.69151215,45.018178675,3287338.0
TRV R735QTJ8XC9X,2015-01-07 13:00:00,45.2388993,45.3448452,45.053493975,45.053493975,3610618.0
TRV R735QTJ8XC9X,2015-01-07 14:00:00,45.424304625,45.4507911,45.2388993,45.2388993,2277348.0
TRV R735QTJ8XC9X,2015-01-07 15:00:00,44.965205725,45.459619925,44.9563769,45.43313345,3653648.0
TRV R735QTJ8XC9X,2015-01-07 16:00:00,45.177097525,45.194755175,44.97403455,44.97403455,7835507.0
TRV R735QTJ8XC9X,2015-01-08 10:00:00,45.6273676,45.777457625,45.556737,45.7333135,2151395.0
TRV R735QTJ8XC9X,2015-01-08 11:00:00,45.9452053,45.954034125,45.46844875,45.636196425,2789819.0
TRV R735QTJ8XC9X,2015-01-08 12:00:00,45.795115275,45.9805206,45.6979982,45.9452053,1725712.0
TRV R735QTJ8XC9X,2015-01-08 13:00:00,45.75097115,45.8392594,45.5920523,45.795115275,1047348.0
TRV R735QTJ8XC9X,2015-01-08 14:00:00,45.71565585,45.85691705,45.689169375,45.75097115,1110824.0
TRV R735QTJ8XC9X,2015-01-08 15:00:00,45.8745747,45.954034125,45.6273676,45.71565585,1630879.0
TRV R735QTJ8XC9X,2015-01-08 16:00:00,45.85691705,45.936376475,45.7333135,45.8745747,6800741.0
TRV R735QTJ8XC9X,2015-01-09 10:00:00,45.60970995,46.112952975,45.565565825,46.03349355,2614389.0
TRV R735QTJ8XC9X,2015-01-09 11:00:00,45.4507911,45.75097115,45.3448452,45.600881125,2916079.0
TRV R735QTJ8XC9X,2015-01-09 12:00:00,45.3095299,45.424304625,45.159439875,45.424304625,2081328.0
TRV R735QTJ8XC9X,2015-01-09 13:00:00,45.0623228,45.3448452,45.053493975,45.300701075,1422703.0
TRV R735QTJ8XC9X,2015-01-09 14:00:00,45.11529575,45.203584,44.97403455,45.0623228,1540465.0
TRV R735QTJ8XC9X,2015-01-09 15:00:00,44.9563769,45.124124575,44.90340395,45.106466925,1883278.0
TRV R735QTJ8XC9X,2015-01-09 16:00:00,44.83277335,45.04466515,44.823944525,44.9563769,7379154.0
TRV R735QTJ8XC9X,2015-01-12 10:00:00,44.382503275,44.929890425,44.170611475,44.859259825,3791413.0
TRV R735QTJ8XC9X,2015-01-12 11:00:00,44.8151157,44.823944525,44.3207015,44.382503275,4390498.0
TRV R735QTJ8XC9X,2015-01-12 12:00:00,44.541422125,44.947548075,44.488449175,44.8151157,2067898.0
TRV R735QTJ8XC9X,2015-01-12 13:00:00,44.506106825,44.7091698,44.470791525,44.55025095,1155613.0
TRV R735QTJ8XC9X,2015-01-12 14:00:00,44.435476225,44.5679086,44.2853862,44.51493565,1737670.0
TRV R735QTJ8XC9X,2015-01-12 15:00:00,44.3913321,44.497278,44.311872675,44.44430505,2527886.0
TRV R735QTJ8XC9X,2015-01-12 16:00:00,44.47962035,44.51493565,44.26772855,44.400160925,6908345.0
TRV R735QTJ8XC9X,2015-01-13 10:00:00,44.9563769,45.230070475,44.72682745,44.72682745,2546246.0
TRV R735QTJ8XC9X,2015-01-13 11:00:00,44.912232775,44.97403455,44.647368025,44.9563769,3103771.0
TRV R735QTJ8XC9X,2015-01-13 12:00:00,44.735656275,44.912232775,44.6385392,44.90340395,2491237.0
TRV R735QTJ8XC9X,2015-01-13 13:00:00,44.541422125,44.7444851,44.3913321,44.7444851,1757208.0
TRV R735QTJ8XC9X,2015-01-13 14:00:00,44.152953825,44.594395075,44.0381791,44.541422125,3367245.0
TRV R735QTJ8XC9X,2015-01-13 15:00:00,43.835116125,44.152953825,43.835116125,44.152953825,3339820.0
TRV R735QTJ8XC9X,2015-01-13 16:00:00,44.16178265,44.37367445,43.799800825,43.835116125,6089541.0
TRV R735QTJ8XC9X,2015-01-14 10:00:00,42.81980125,43.305386625,42.705026525,43.2612425,6670139.0
TRV R735QTJ8XC9X,2015-01-14 11:00:00,43.005206575,43.31421545,42.793314775,42.81980125,5703435.0
TRV R735QTJ8XC9X,2015-01-14 12:00:00,42.757999475,43.005206575,42.510792375,42.99637775,4461956.0
TRV R735QTJ8XC9X,2015-01-14 13:00:00,42.528450025,42.828630075,42.4489906,42.757999475,3592957.0
TRV R735QTJ8XC9X,2015-01-14 14:00:00,42.4534050125,42.5549365,42.175297025,42.528450025,4686759.0
TRV R735QTJ8XC9X,2015-01-14 15:00:00,42.8021436,43.093494825,42.422504125,42.457819425,5610084.0
TRV R735QTJ8XC9X,2015-01-14 16:00:00,43.305386625,43.340701925,42.775657125,42.793314775,11603149.0
TRV R735QTJ8XC9X,2015-01-15 10:00:00,42.245927625,42.5902518,41.86628815,42.387188825,7917827.0
TRV R735QTJ8XC9X,2015-01-15 11:00:00,42.087008775,42.5902518,42.0605223,42.245927625,7361471.0
TRV R735QTJ8XC9X,2015-01-15 12:00:00,42.14881055,42.316558225,42.025207,42.087008775,4149693.0
TRV R735QTJ8XC9X,2015-01-15 13:00:00,41.672054,42.1664682,41.433675725,42.139981725,8310945.0
TRV R735QTJ8XC9X,2015-01-15 14:00:00,41.751513425,42.087008775,41.610252225,41.672054,3960667.0
TRV R735QTJ8XC9X,2015-01-15 15:00:00,41.751513425,41.90160345,41.5661081,41.751513425,3470241.0
TRV R735QTJ8XC9X,2015-01-15 16:00:00,41.698540475,41.786828725,41.416018075,41.7426846,9543509.0
TRV R735QTJ8XC9X,2015-01-16 10:00:00,41.468991025,42.0605223,41.1423245,41.318901,5374170.0
TRV R735QTJ8XC9X,2015-01-16 11:00:00,41.9545764,41.998720525,41.19529745,41.47781985,5825273.0
TRV R735QTJ8XC9X,2015-01-16 12:00:00,41.663225175,42.104666425,41.58376575,41.945747575,3929446.0
TRV R735QTJ8XC9X,2015-01-16 13:00:00,41.610252225,41.83097285,41.58376575,41.663225175,3194418.0
TRV R735QTJ8XC9X,2015-01-16 14:00:00,41.574936925,41.61908105,41.433675725,41.61908105,3196457.0
TRV R735QTJ8XC9X,2015-01-16 15:00:00,41.61908105,41.65439635,41.3895316,41.574936925,2997064.0
TRV R735QTJ8XC9X,2015-01-16 16:00:00,42.034035825,42.051693475,41.54845045,41.610252225,7508884.0
TRV R735QTJ8XC9X,2015-01-20 10:00:00,42.298900575,42.37836,42.069351125,42.3077294,4557505.0
TRV R735QTJ8XC9X,2015-01-20 11:00:00,41.875116975,42.36070235,41.857459325,42.3077294,4428281.0
TRV R735QTJ8XC9X,2015-01-20 12:00:00,41.93691875,42.07817995,41.786828725,41.875116975,3395736.0
TRV R735QTJ8XC9X,2015-01-20 13:00:00,41.839801675,41.9898917,41.79565755,41.928089925,1891584.0
TRV R735QTJ8XC9X,2015-01-20 14:00:00,41.751513425,41.857459325,41.65439635,41.839801675,2286239.0
TRV R735QTJ8XC9X,2015-01-20 15:00:00,41.8839458,41.90160345,41.733855775,41.76034225,2934062.0
